0 0 2 16 18 9 1241 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 3 18 20 20 1230 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 4 20 22 18 1232 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 5 22 24 10 1240 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 6 24 26 9 1241 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 7 26 28 10 0 1240 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 8 28 30 15 0 1235 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 9 30 32 15 0 1235 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 10 32 34 15 0 1235 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 11 34 36 13 0 1237 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 12 36 38 10 0 1240 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 8 12 1257 1243 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 1 38 42 1261 0 1239 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0

0 0 0 24 28 11 1239 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 2 28 32 12 1238 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 4 32 36 9 1241 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 6 36 40 20 1230 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 8 40 44 18 1232 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 10 44 48 10 1240 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 12 48 52 9 1241 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 14 52 56 10 0 1240 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 16 56 60 15 0 1235 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 18 60 64 15 0 1235 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 20 64 68 15 0 1235 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 22 68 72 13 0 1237 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 24 72 76 10 0 1240 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 16 24 1257 1243 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 2 76 84 1261 0 1239 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0

0 0 0 12 14 11 1239 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 1 14 16 12 1238 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 2 16 18 9 1241 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 3 18 20 20 1230 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 4 20 22 18 1232 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 5 22 24 10 1240 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 6 24 26 9 1241 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 7 26 28 10 0 1240 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 8 28 30 15 0 1235 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 9 30 32 15 0 1235 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 10 32 34 15 0 1235 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 11 34 36 13 0 1237 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 12 36 38 10 0 1240 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 8 12 1257 1243 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 1 38 42 1261 0 1239 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0

